like_show_in_attribute_as_in_n 0.16011462704
do_not_like_n_show_in_attribute_as_in_m 0.771183382254
sort_by_price 0.245552669752
show_all_orientations_of_n 1.65285262685
show_similar_to_n 1.17521661812
show_in_attribute_as_in_n_earlier 0.0725989925781
ask_what_other_synset_suited_for_style 0.359843559676
ask_if_attribute_synset_will_go_with_attribute_synset 0.0178812952781
ask_attribute_in_synset_n 0.680633063215
ask_if_synset_attribute_in_n_will_go_with_synset 0.166300714832
repeat-question 6.48488750424
ask_what_will_go_with_synset_in_n 0.160231345677
show_similar_to_what_celebrity_endorses 0.145431422431
ask_attributes_in_n 0.680422969668
like_n_show_in_attribute_as_in_m_earlier 0.0707781818318
do_not_like_n_show_in_attribute_as_in_m_earlier 0.145501453614
do_not_like_show_in_attribute_as_in_ns_earlier 0.0235071336097
show_different_orientation_of_n 1.65005137954
sort_by_bestSellerRanking 0.345090323885
do_not_like_show_more 0.135463650782
show_in_attribute_as_in_n 0.731405670565
do_not_like_n_show_in_attribute_as_in_custom_image 0.678999002289
like_n_show_in_attribute_as_in_custom_image 0.544935975159
do_not_like_show_in_non_mentioned_attribute_value 0.13359615258
ask_if_synset_suited_for 0.424178872713
ask_if_synset_attribute_in_n_will_go_with_synset_attribute 0.163149311617
ask_what_will_go_with_synset 0.16340609262
question 4.93516746557
ask_if_attribute_synset_will_go_with_any 0.168448337763
show_in_attribute_as_in_ns_earlier 0.0715251811123
user-info 1.40454539725
what_other_synsets_endorsed_by_celebrity 0.323590750842
do_not_like_show_in_attribute_value 0.132779122117
ask_if_n_will_go_with_synset_attribute_in_image 0.0901301319434
ask_if_synset_attributes_in_n_will_go_with_image 0.16387296717
like_show_in_attribute_as_in_ns 0.161468563236
is_attribute_in_synset_n 0.681216656403
answer 51.7821301898
show_similar_to_n_in_attribute_complement_value 1.17458633748
ask_synset_attribute_will_go_with_which 0.173467239179
do_not_like_show_in_mentioned_attribute_complement_value 0.0993975917677
ask_what_will_go_with_any 0.163312717709
show_in_my_size 0.0215462604983
ask_if_n_will_go_with_synset_attribute 0.173350520542
ask_what_will_go_with_synset_attribute_in_n 0.0774078004466
